topic,key,t_s,value
/control/diagnostics,cycle_time_ms,0.04,0.0
/control/diagnostics,cycle_time_ms,0.060000000000000005,0.0
/control/diagnostics,cycle_time_ms,0.08,0.0
/planning/diagnostics,cycle_ms,0.1,0.001963
/control/diagnostics,cycle_time_ms,0.1,0.0
/control/diagnostics,cycle_time_ms,0.12000000000000001,0.0
/control/diagnostics,cycle_time_ms,0.14,0.0
/control/diagnostics,cycle_time_ms,0.16,0.0
/control/diagnostics,cycle_time_ms,0.18000000000000002,0.0
/planning/diagnostics,cycle_ms,0.2,0.002004
/control/diagnostics,cycle_time_ms,0.2,0.0
/control/diagnostics,cycle_time_ms,0.225,0.0
/control/diagnostics,cycle_time_ms,0.24000000000000002,0.0
/control/diagnostics,cycle_time_ms,0.26,0.0
/control/diagnostics,cycle_time_ms,0.28,0.0
/planning/diagnostics,cycle_ms,0.30000000000000004,0.003326
/control/diagnostics,cycle_time_ms,0.30000000000000004,0.0
/control/diagnostics,cycle_time_ms,0.323,0.0
/control/diagnostics,cycle_time_ms,0.34,0.0
/control/diagnostics,cycle_time_ms,0.36000000000000004,0.0
/control/diagnostics,cycle_time_ms,0.38,0.0
/control/diagnostics,cycle_time_ms,0.4,0.0
/planning/diagnostics,cycle_ms,0.4,0.001843
/control/diagnostics,cycle_time_ms,0.42000000000000004,0.0
/control/diagnostics,cycle_time_ms,0.44,0.0
/control/diagnostics,cycle_time_ms,0.46,0.0
/control/diagnostics,cycle_time_ms,0.48000000000000004,0.0
/planning/diagnostics,cycle_ms,0.5,0.003666
/control/diagnostics,cycle_time_ms,0.5,0.0
/control/diagnostics,cycle_time_ms,0.524,0.0
/control/diagnostics,cycle_time_ms,0.54,0.0
/control/diagnostics,cycle_time_ms,0.56,0.0
/control/diagnostics,cycle_time_ms,0.5800000000000001,0.0
/control/diagnostics,cycle_time_ms,0.6000000000000001,0.0
/planning/diagnostics,cycle_ms,0.6000000000000001,0.003436
/control/diagnostics,cycle_time_ms,0.62,0.0
/control/diagnostics,cycle_time_ms,0.64,0.0
/control/diagnostics,cycle_time_ms,0.66,0.0
/control/diagnostics,cycle_time_ms,0.68,0.0
/planning/diagnostics,cycle_ms,0.7000000000000001,0.001943
/control/diagnostics,cycle_time_ms,0.7000000000000001,0.0
/control/diagnostics,cycle_time_ms,0.7200000000000001,0.0
/control/diagnostics,cycle_time_ms,0.74,0.0
/control/diagnostics,cycle_time_ms,0.76,0.0
/control/diagnostics,cycle_time_ms,0.78,0.0
/planning/diagnostics,cycle_ms,0.8,0.001633
/control/diagnostics,cycle_time_ms,0.8,0.0
/control/diagnostics,cycle_time_ms,0.8200000000000001,0.0
/control/diagnostics,cycle_time_ms,0.8400000000000001,0.0
/control/diagnostics,cycle_time_ms,0.8600000000000001,0.0
/control/diagnostics,cycle_time_ms,0.88,0.0
/planning/diagnostics,cycle_ms,0.9,0.002315
/control/diagnostics,cycle_time_ms,0.9,0.0
/control/diagnostics,cycle_time_ms,0.924,0.0
/control/diagnostics,cycle_time_ms,0.9400000000000001,0.0
/control/diagnostics,cycle_time_ms,0.9600000000000001,0.0
/control/diagnostics,cycle_time_ms,0.9800000000000001,0.0
/planning/diagnostics,cycle_ms,1.0,0.002124
/control/diagnostics,cycle_time_ms,1.0,0.0
/control/diagnostics,cycle_time_ms,1.02,0.0
/control/diagnostics,cycle_time_ms,1.04,0.0
/perception/diagnostics,ground_ms,1.0,3.713323
/perception/diagnostics,cluster_ms,1.0,2.366531
/perception/diagnostics,fit_ms,1.0,1.074238
/perception/diagnostics,track_ms,1.0,0.073687
/perception/diagnostics,total_ms,1.0,7.463407
/control/diagnostics,cycle_time_ms,1.06,0.0
/control/diagnostics,cycle_time_ms,1.08,0.0
/planning/diagnostics,cycle_ms,1.1,0.001553
/control/diagnostics,cycle_time_ms,1.1,0.0
/control/diagnostics,cycle_time_ms,1.12,0.0
/control/diagnostics,cycle_time_ms,1.1400000000000001,0.0
/control/diagnostics,cycle_time_ms,1.16,0.0
/control/diagnostics,cycle_time_ms,1.18,0.0
/control/diagnostics,cycle_time_ms,1.2,0.0
/planning/diagnostics,cycle_ms,1.2,0.001733
/control/diagnostics,cycle_time_ms,1.22,0.0
/control/diagnostics,cycle_time_ms,1.24,0.0
/control/diagnostics,cycle_time_ms,1.26,0.0
/control/diagnostics,cycle_time_ms,1.28,0.0
/planning/diagnostics,cycle_ms,1.3,0.003656
/control/diagnostics,cycle_time_ms,1.3,0.0
/control/diagnostics,cycle_time_ms,1.32,0.0
/control/diagnostics,cycle_time_ms,1.34,0.0
/control/diagnostics,cycle_time_ms,1.36,0.0
/control/diagnostics,cycle_time_ms,1.38,0.0
/planning/diagnostics,cycle_ms,1.4,0.003176
/control/diagnostics,cycle_time_ms,1.4,0.0
/control/diagnostics,cycle_time_ms,1.42,0.0
/control/diagnostics,cycle_time_ms,1.44,0.0
/control/diagnostics,cycle_time_ms,1.46,0.0
/control/diagnostics,cycle_time_ms,1.48,0.0
/control/diagnostics,cycle_time_ms,1.5,0.0
/planning/diagnostics,cycle_ms,1.502,0.001674
/control/diagnostics,cycle_time_ms,1.52,0.0
/control/diagnostics,cycle_time_ms,1.54,0.0
/control/diagnostics,cycle_time_ms,1.56,0.0
/control/diagnostics,cycle_time_ms,1.58,0.0
/planning/diagnostics,cycle_ms,1.6,0.003696
/control/diagnostics,cycle_time_ms,1.6,0.0
/control/diagnostics,cycle_time_ms,1.62,0.0
/control/diagnostics,cycle_time_ms,1.6400000000000001,0.0
/control/diagnostics,cycle_time_ms,1.6600000000000001,0.0
/control/diagnostics,cycle_time_ms,1.6800000000000002,0.0
/planning/diagnostics,cycle_ms,1.7000000000000002,0.002074
/control/diagnostics,cycle_time_ms,1.7000000000000002,0.0
/control/diagnostics,cycle_time_ms,1.721,0.0
/control/diagnostics,cycle_time_ms,1.74,0.0
/control/diagnostics,cycle_time_ms,1.76,0.0
/control/diagnostics,cycle_time_ms,1.78,0.0
/planning/diagnostics,cycle_ms,1.8,0.003176
/control/diagnostics,cycle_time_ms,1.8,0.0
/control/diagnostics,cycle_time_ms,1.82,0.0
/control/diagnostics,cycle_time_ms,1.84,0.0
/control/diagnostics,cycle_time_ms,1.86,0.0
/control/diagnostics,cycle_time_ms,1.88,0.0
/planning/diagnostics,cycle_ms,1.9,0.003206
/control/diagnostics,cycle_time_ms,1.9,0.0
/control/diagnostics,cycle_time_ms,1.92,0.0
/control/diagnostics,cycle_time_ms,1.94,0.0
/control/diagnostics,cycle_time_ms,1.96,0.0
/control/diagnostics,cycle_time_ms,1.98,0.0
/planning/diagnostics,cycle_ms,2.0,0.003938
/control/diagnostics,cycle_time_ms,2.0,0.0
/control/diagnostics,cycle_time_ms,2.02,0.0
/control/diagnostics,cycle_time_ms,2.04,0.0
/perception/diagnostics,ground_ms,2.0,4.068217
/perception/diagnostics,cluster_ms,2.0,1.953474
/perception/diagnostics,fit_ms,2.0,1.079427
/perception/diagnostics,track_ms,2.0,0.080841
/perception/diagnostics,total_ms,2.0,7.340503
/control/diagnostics,cycle_time_ms,2.06,0.0
/control/diagnostics,cycle_time_ms,2.08,0.0
/control/diagnostics,cycle_time_ms,2.1,0.0
/planning/diagnostics,cycle_ms,2.1,0.003657
/control/diagnostics,cycle_time_ms,2.12,0.0
/control/diagnostics,cycle_time_ms,2.14,0.0
/control/diagnostics,cycle_time_ms,2.16,0.0
/control/diagnostics,cycle_time_ms,2.18,0.0
/planning/diagnostics,cycle_ms,2.2,0.001733
/control/diagnostics,cycle_time_ms,2.2,0.0
/control/diagnostics,cycle_time_ms,2.22,0.0
/control/diagnostics,cycle_time_ms,2.24,0.0
/control/diagnostics,cycle_time_ms,2.26,0.0
/control/diagnostics,cycle_time_ms,2.2800000000000002,0.0
/control/diagnostics,cycle_time_ms,2.3,0.0
/planning/diagnostics,cycle_ms,2.3,0.003386
/control/diagnostics,cycle_time_ms,2.321,0.0
/control/diagnostics,cycle_time_ms,2.34,0.0
/control/diagnostics,cycle_time_ms,2.36,0.0
/control/diagnostics,cycle_time_ms,2.38,0.0
/planning/diagnostics,cycle_ms,2.4,0.003356
/control/diagnostics,cycle_time_ms,2.4,0.0
/control/diagnostics,cycle_time_ms,2.42,0.0
/control/diagnostics,cycle_time_ms,2.44,0.0
/control/diagnostics,cycle_time_ms,2.46,0.0
/control/diagnostics,cycle_time_ms,2.48,0.0
/control/diagnostics,cycle_time_ms,2.5,0.0
/planning/diagnostics,cycle_ms,2.5,0.001853
/control/diagnostics,cycle_time_ms,2.52,0.0
/control/diagnostics,cycle_time_ms,2.54,0.0
/control/diagnostics,cycle_time_ms,2.56,0.0
/control/diagnostics,cycle_time_ms,2.58,0.0
/planning/diagnostics,cycle_ms,2.6,0.004068
/control/diagnostics,cycle_time_ms,2.6,0.0
/control/diagnostics,cycle_time_ms,2.62,0.0
/control/diagnostics,cycle_time_ms,2.64,0.0
/control/diagnostics,cycle_time_ms,2.66,0.0
/control/diagnostics,cycle_time_ms,2.68,0.0
/planning/diagnostics,cycle_ms,2.7,0.003687
/control/diagnostics,cycle_time_ms,2.7,0.0
/control/diagnostics,cycle_time_ms,2.72,0.0
/control/diagnostics,cycle_time_ms,2.74,0.0
/control/diagnostics,cycle_time_ms,2.76,0.0
/control/diagnostics,cycle_time_ms,2.7800000000000002,0.0
/control/diagnostics,cycle_time_ms,2.8,0.0
/planning/diagnostics,cycle_ms,2.8,0.003476
/control/diagnostics,cycle_time_ms,2.8200000000000003,0.0
/control/diagnostics,cycle_time_ms,2.84,0.0
/control/diagnostics,cycle_time_ms,2.8600000000000003,0.0
/control/diagnostics,cycle_time_ms,2.88,0.0
/planning/diagnostics,cycle_ms,2.9,0.001804
/control/diagnostics,cycle_time_ms,2.9,0.0
/control/diagnostics,cycle_time_ms,2.92,0.0
/control/diagnostics,cycle_time_ms,2.94,0.0
/control/diagnostics,cycle_time_ms,2.96,0.0
/control/diagnostics,cycle_time_ms,2.98,0.0
/planning/diagnostics,cycle_ms,3.0,0.001673
/control/diagnostics,cycle_time_ms,3.0,0.0
/control/diagnostics,cycle_time_ms,3.021,0.0
/perception/diagnostics,ground_ms,3.0,3.952722
/perception/diagnostics,cluster_ms,3.0,1.900766
/perception/diagnostics,fit_ms,3.0,1.010319
/perception/diagnostics,track_ms,3.0,0.068778
/perception/diagnostics,total_ms,3.0,7.095687
/control/diagnostics,cycle_time_ms,3.04,0.0
/control/diagnostics,cycle_time_ms,3.06,0.0
/control/diagnostics,cycle_time_ms,3.08,0.0
/planning/diagnostics,cycle_ms,3.1,0.001844
/control/diagnostics,cycle_time_ms,3.1,0.0
/control/diagnostics,cycle_time_ms,3.12,0.0
/control/diagnostics,cycle_time_ms,3.14,0.0
/control/diagnostics,cycle_time_ms,3.16,0.0
/control/diagnostics,cycle_time_ms,3.18,0.0
/planning/diagnostics,cycle_ms,3.2,0.003407
/control/diagnostics,cycle_time_ms,3.2,0.0
/control/diagnostics,cycle_time_ms,3.22,0.0
/control/diagnostics,cycle_time_ms,3.24,0.0
/control/diagnostics,cycle_time_ms,3.26,0.0
/control/diagnostics,cycle_time_ms,3.2800000000000002,0.0
/control/diagnostics,cycle_time_ms,3.3,0.0
/planning/diagnostics,cycle_ms,3.3,0.003817
/control/diagnostics,cycle_time_ms,3.32,0.0
/control/diagnostics,cycle_time_ms,3.34,0.0
/control/diagnostics,cycle_time_ms,3.36,0.0
/control/diagnostics,cycle_time_ms,3.38,0.0
/control/diagnostics,cycle_time_ms,3.4,0.0
/planning/diagnostics,cycle_ms,3.401,0.001714
/control/diagnostics,cycle_time_ms,3.42,0.0
/control/diagnostics,cycle_time_ms,3.44,0.0
/control/diagnostics,cycle_time_ms,3.46,0.0
/control/diagnostics,cycle_time_ms,3.48,0.0
/planning/diagnostics,cycle_ms,3.5,0.003336
/control/diagnostics,cycle_time_ms,3.5,0.0
/control/diagnostics,cycle_time_ms,3.52,0.0
/control/diagnostics,cycle_time_ms,3.54,0.0
/control/diagnostics,cycle_time_ms,3.56,0.0
/control/diagnostics,cycle_time_ms,3.58,0.0
/control/diagnostics,cycle_time_ms,3.6,0.0
/planning/diagnostics,cycle_ms,3.6,0.001853
/control/diagnostics,cycle_time_ms,3.62,0.0
/control/diagnostics,cycle_time_ms,3.64,0.0
/control/diagnostics,cycle_time_ms,3.66,0.0
/control/diagnostics,cycle_time_ms,3.681,0.0
/planning/diagnostics,cycle_ms,3.7,0.001683
/control/diagnostics,cycle_time_ms,3.7,0.0
/control/diagnostics,cycle_time_ms,3.72,0.0
/control/diagnostics,cycle_time_ms,3.74,0.0
/control/diagnostics,cycle_time_ms,3.76,0.0
/control/diagnostics,cycle_time_ms,3.7800000000000002,0.0
/planning/diagnostics,cycle_ms,3.8,0.001813
/control/diagnostics,cycle_time_ms,3.8,0.0
/control/diagnostics,cycle_time_ms,3.8200000000000003,0.0
/control/diagnostics,cycle_time_ms,3.84,0.0
/control/diagnostics,cycle_time_ms,3.8600000000000003,0.0
/control/diagnostics,cycle_time_ms,3.88,0.0
/planning/diagnostics,cycle_ms,3.9,0.001813
/control/diagnostics,cycle_time_ms,3.9,0.0
/control/diagnostics,cycle_time_ms,3.92,0.0
/control/diagnostics,cycle_time_ms,3.94,0.0
/control/diagnostics,cycle_time_ms,3.96,0.0
/control/diagnostics,cycle_time_ms,3.98,0.0
/planning/diagnostics,cycle_ms,4.0,0.003567
/control/diagnostics,cycle_time_ms,4.0,0.0
/control/diagnostics,cycle_time_ms,4.02,0.0
/perception/diagnostics,ground_ms,4.0,4.679855
/perception/diagnostics,cluster_ms,4.0,2.293086
/perception/diagnostics,fit_ms,4.0,1.363977
/perception/diagnostics,track_ms,4.0,0.074178
/perception/diagnostics,total_ms,4.0,8.588735
/control/diagnostics,cycle_time_ms,4.041,0.0
/control/diagnostics,cycle_time_ms,4.06,0.0
/control/diagnostics,cycle_time_ms,4.08,0.0
/planning/diagnostics,cycle_ms,4.1,0.001743
/control/diagnostics,cycle_time_ms,4.1,0.0
/control/diagnostics,cycle_time_ms,4.12,0.0
/control/diagnostics,cycle_time_ms,4.14,0.0
/control/diagnostics,cycle_time_ms,4.16,0.0
/control/diagnostics,cycle_time_ms,4.18,0.0
/planning/diagnostics,cycle_ms,4.2,0.001834
/control/diagnostics,cycle_time_ms,4.2,0.0
/control/diagnostics,cycle_time_ms,4.222,0.0
/control/diagnostics,cycle_time_ms,4.24,0.0
/control/diagnostics,cycle_time_ms,4.26,0.0
/control/diagnostics,cycle_time_ms,4.28,0.0
/planning/diagnostics,cycle_ms,4.3,0.001753
/control/diagnostics,cycle_time_ms,4.3,0.0
/control/diagnostics,cycle_time_ms,4.32,0.0
/control/diagnostics,cycle_time_ms,4.34,0.0
/control/diagnostics,cycle_time_ms,4.36,0.0
/control/diagnostics,cycle_time_ms,4.38,0.0
/control/diagnostics,cycle_time_ms,4.4,0.0
/planning/diagnostics,cycle_ms,4.4,0.001503
/control/diagnostics,cycle_time_ms,4.422,0.0
/control/diagnostics,cycle_time_ms,4.44,0.0
/control/diagnostics,cycle_time_ms,4.46,0.0
/control/diagnostics,cycle_time_ms,4.48,0.0
/planning/diagnostics,cycle_ms,4.5,0.001964
/control/diagnostics,cycle_time_ms,4.5,0.0
/control/diagnostics,cycle_time_ms,4.52,0.0
/control/diagnostics,cycle_time_ms,4.54,0.0
/control/diagnostics,cycle_time_ms,4.5600000000000005,0.0
/control/diagnostics,cycle_time_ms,4.58,0.0
/planning/diagnostics,cycle_ms,4.6,0.03799
/control/diagnostics,cycle_time_ms,4.6,0.0
/control/diagnostics,cycle_time_ms,4.62,0.0
/control/diagnostics,cycle_time_ms,4.64,0.0
/control/diagnostics,cycle_time_ms,4.66,0.0
/control/diagnostics,cycle_time_ms,4.68,0.0
/planning/diagnostics,cycle_ms,4.7,0.001754
/control/diagnostics,cycle_time_ms,4.7,0.0
/control/diagnostics,cycle_time_ms,4.72,0.0
/control/diagnostics,cycle_time_ms,4.74,0.0
/control/diagnostics,cycle_time_ms,4.76,0.0
/control/diagnostics,cycle_time_ms,4.78,0.0
/planning/diagnostics,cycle_ms,4.8,0.003196
/control/diagnostics,cycle_time_ms,4.8,0.0
/control/diagnostics,cycle_time_ms,4.82,0.0
/control/diagnostics,cycle_time_ms,4.84,0.0
/control/diagnostics,cycle_time_ms,4.86,0.0
/control/diagnostics,cycle_time_ms,4.88,0.0
/planning/diagnostics,cycle_ms,4.901,0.001623
/control/diagnostics,cycle_time_ms,4.9,0.0
/control/diagnostics,cycle_time_ms,4.92,0.0
/control/diagnostics,cycle_time_ms,4.94,0.0
/control/diagnostics,cycle_time_ms,4.96,0.0
/control/diagnostics,cycle_time_ms,4.98,0.0
/planning/diagnostics,cycle_ms,5.0,0.001774
/control/diagnostics,cycle_time_ms,5.0,0.0
/control/diagnostics,cycle_time_ms,5.024,0.0
/control/diagnostics,cycle_time_ms,5.04,0.0
/perception/diagnostics,ground_ms,5.0,4.112359
/perception/diagnostics,cluster_ms,5.0,2.648445
/perception/diagnostics,fit_ms,5.0,1.466838
/perception/diagnostics,track_ms,5.0,0.068998
/perception/diagnostics,total_ms,5.0,8.488116
/control/diagnostics,cycle_time_ms,5.06,0.0
/control/diagnostics,cycle_time_ms,5.08,0.0
/planning/diagnostics,cycle_ms,5.1,0.003186
/control/diagnostics,cycle_time_ms,5.1,0.0
/control/diagnostics,cycle_time_ms,5.12,0.0
/control/diagnostics,cycle_time_ms,5.14,0.0
/control/diagnostics,cycle_time_ms,5.16,0.0
/control/diagnostics,cycle_time_ms,5.18,0.0
/planning/diagnostics,cycle_ms,5.2,0.003186
/control/diagnostics,cycle_time_ms,5.2,0.0
/control/diagnostics,cycle_time_ms,5.22,0.0
/control/diagnostics,cycle_time_ms,5.24,0.0
/control/diagnostics,cycle_time_ms,5.26,0.0
/control/diagnostics,cycle_time_ms,5.28,0.0
/control/diagnostics,cycle_time_ms,5.3,0.0
/planning/diagnostics,cycle_ms,5.3,0.001764
/control/diagnostics,cycle_time_ms,5.322,0.0
/control/diagnostics,cycle_time_ms,5.34,0.0
/control/diagnostics,cycle_time_ms,5.36,0.0
/control/diagnostics,cycle_time_ms,5.38,0.0
/control/diagnostics,cycle_time_ms,5.4,0.0
/planning/diagnostics,cycle_ms,5.4,0.003406
/control/diagnostics,cycle_time_ms,5.422,0.0
/control/diagnostics,cycle_time_ms,5.44,0.0
/control/diagnostics,cycle_time_ms,5.46,0.0
/control/diagnostics,cycle_time_ms,5.48,0.0
/control/diagnostics,cycle_time_ms,5.5,0.0
/planning/diagnostics,cycle_ms,5.5,0.001864
/control/diagnostics,cycle_time_ms,5.521,0.0
/control/diagnostics,cycle_time_ms,5.54,0.0
/control/diagnostics,cycle_time_ms,5.5600000000000005,0.0
/control/diagnostics,cycle_time_ms,5.58,0.0
/planning/diagnostics,cycle_ms,5.6,0.001563
/control/diagnostics,cycle_time_ms,5.6,0.0
/control/diagnostics,cycle_time_ms,5.62,0.0
/control/diagnostics,cycle_time_ms,5.642,0.0
/control/diagnostics,cycle_time_ms,5.66,0.0
/control/diagnostics,cycle_time_ms,5.68,0.0
/planning/diagnostics,cycle_ms,5.7,0.003717
/control/diagnostics,cycle_time_ms,5.7,0.0
/control/diagnostics,cycle_time_ms,5.721,0.0
/control/diagnostics,cycle_time_ms,5.74,0.0
/control/diagnostics,cycle_time_ms,5.76,0.0
/control/diagnostics,cycle_time_ms,5.78,0.0
/planning/diagnostics,cycle_ms,5.8,0.001773
/control/diagnostics,cycle_time_ms,5.8,0.0
/control/diagnostics,cycle_time_ms,5.82,0.0
/control/diagnostics,cycle_time_ms,5.84,0.0
/control/diagnostics,cycle_time_ms,5.86,0.0
/control/diagnostics,cycle_time_ms,5.88,0.0
/control/diagnostics,cycle_time_ms,5.9,0.0
/planning/diagnostics,cycle_ms,5.9,0.003747
/control/diagnostics,cycle_time_ms,5.921,0.0
/control/diagnostics,cycle_time_ms,5.94,0.0
/control/diagnostics,cycle_time_ms,5.96,0.0
/control/diagnostics,cycle_time_ms,5.98,0.0
/control/diagnostics,cycle_time_ms,6.0,0.0
/planning/diagnostics,cycle_ms,6.0,0.001703
/control/diagnostics,cycle_time_ms,6.02,0.0
/control/diagnostics,cycle_time_ms,6.04,0.0
/perception/diagnostics,ground_ms,6.0,3.392379
/perception/diagnostics,cluster_ms,6.0,1.757679
/perception/diagnostics,fit_ms,6.0,1.007905
/perception/diagnostics,track_ms,6.0,0.049612
/perception/diagnostics,total_ms,6.0,6.325003
/control/diagnostics,cycle_time_ms,6.06,0.0
/control/diagnostics,cycle_time_ms,6.08,0.0
/control/diagnostics,cycle_time_ms,6.1,0.0
/planning/diagnostics,cycle_ms,6.1,0.001893
/control/diagnostics,cycle_time_ms,6.12,0.0
/control/diagnostics,cycle_time_ms,6.142,0.0
/control/diagnostics,cycle_time_ms,6.16,0.0
/control/diagnostics,cycle_time_ms,6.18,0.0
/planning/diagnostics,cycle_ms,6.2,0.001843
/control/diagnostics,cycle_time_ms,6.2,0.0
/control/diagnostics,cycle_time_ms,6.22,0.0
/control/diagnostics,cycle_time_ms,6.24,0.0
/control/diagnostics,cycle_time_ms,6.26,0.0
/control/diagnostics,cycle_time_ms,6.28,0.0
/planning/diagnostics,cycle_ms,6.3,0.001513
/control/diagnostics,cycle_time_ms,6.3,0.0
/control/diagnostics,cycle_time_ms,6.32,0.0
/control/diagnostics,cycle_time_ms,6.34,0.0
/control/diagnostics,cycle_time_ms,6.36,0.0
/control/diagnostics,cycle_time_ms,6.38,0.0
/planning/diagnostics,cycle_ms,6.4,0.001813
/control/diagnostics,cycle_time_ms,6.4,0.0
/control/diagnostics,cycle_time_ms,6.42,0.0
/control/diagnostics,cycle_time_ms,6.44,0.0
/control/diagnostics,cycle_time_ms,6.46,0.0
/control/diagnostics,cycle_time_ms,6.48,0.0
/planning/diagnostics,cycle_ms,6.5,0.001733
/control/diagnostics,cycle_time_ms,6.5,0.0
/control/diagnostics,cycle_time_ms,6.52,0.0
/control/diagnostics,cycle_time_ms,6.54,0.0
/control/diagnostics,cycle_time_ms,6.5600000000000005,0.0
/control/diagnostics,cycle_time_ms,6.58,0.0
/planning/diagnostics,cycle_ms,6.6,0.001954
/control/diagnostics,cycle_time_ms,6.6,0.0
/control/diagnostics,cycle_time_ms,6.62,0.0
/control/diagnostics,cycle_time_ms,6.64,0.0
/control/diagnostics,cycle_time_ms,6.66,0.0
/control/diagnostics,cycle_time_ms,6.68,0.0
/planning/diagnostics,cycle_ms,6.7,0.001773
/control/diagnostics,cycle_time_ms,6.7,0.0
/control/diagnostics,cycle_time_ms,6.72,0.0
/control/diagnostics,cycle_time_ms,6.74,0.0
/control/diagnostics,cycle_time_ms,6.76,0.0
/control/diagnostics,cycle_time_ms,6.78,0.0
/planning/diagnostics,cycle_ms,6.8,0.003486
/control/diagnostics,cycle_time_ms,6.8,0.0
/control/diagnostics,cycle_time_ms,6.82,0.0
/control/diagnostics,cycle_time_ms,6.84,0.0
/control/diagnostics,cycle_time_ms,6.86,0.0
/control/diagnostics,cycle_time_ms,6.88,0.0
/control/diagnostics,cycle_time_ms,6.9,0.0
/planning/diagnostics,cycle_ms,6.9,0.001823
/control/diagnostics,cycle_time_ms,6.92,0.0
/control/diagnostics,cycle_time_ms,6.94,0.0
/control/diagnostics,cycle_time_ms,6.96,0.0
/control/diagnostics,cycle_time_ms,6.98,0.0
/planning/diagnostics,cycle_ms,7.0,0.003206
/control/diagnostics,cycle_time_ms,7.0,0.0
/control/diagnostics,cycle_time_ms,7.02,0.0
/perception/diagnostics,ground_ms,7.0,4.028873
/perception/diagnostics,cluster_ms,7.0,2.022781
/perception/diagnostics,fit_ms,7.0,1.157673
/perception/diagnostics,track_ms,7.0,0.079027
/perception/diagnostics,total_ms,7.0,7.420069
/control/diagnostics,cycle_time_ms,7.04,0.0
/control/diagnostics,cycle_time_ms,7.06,0.0
/control/diagnostics,cycle_time_ms,7.08,0.0
/control/diagnostics,cycle_time_ms,7.1,0.0
/planning/diagnostics,cycle_ms,7.1,0.001674
/control/diagnostics,cycle_time_ms,7.12,0.0
/control/diagnostics,cycle_time_ms,7.14,0.0
/control/diagnostics,cycle_time_ms,7.16,0.0
/control/diagnostics,cycle_time_ms,7.18,0.0
/control/diagnostics,cycle_time_ms,7.2,0.0
/planning/diagnostics,cycle_ms,7.2,0.001603
/control/diagnostics,cycle_time_ms,7.22,0.0
/control/diagnostics,cycle_time_ms,7.241,0.0
/control/diagnostics,cycle_time_ms,7.26,0.0
/control/diagnostics,cycle_time_ms,7.28,0.0
/planning/diagnostics,cycle_ms,7.3,0.003326
/control/diagnostics,cycle_time_ms,7.3,0.0
/control/diagnostics,cycle_time_ms,7.32,0.0
/control/diagnostics,cycle_time_ms,7.34,0.0
/control/diagnostics,cycle_time_ms,7.36,0.0
/control/diagnostics,cycle_time_ms,7.38,0.0
/planning/diagnostics,cycle_ms,7.4,0.001673
/control/diagnostics,cycle_time_ms,7.4,0.0
/control/diagnostics,cycle_time_ms,7.42,0.0
/control/diagnostics,cycle_time_ms,7.44,0.0
/control/diagnostics,cycle_time_ms,7.46,0.0
/control/diagnostics,cycle_time_ms,7.48,0.0
/control/diagnostics,cycle_time_ms,7.5,0.0
/planning/diagnostics,cycle_ms,7.5,0.001954
/control/diagnostics,cycle_time_ms,7.52,0.0
/control/diagnostics,cycle_time_ms,7.54,0.0
/control/diagnostics,cycle_time_ms,7.5600000000000005,0.0
/control/diagnostics,cycle_time_ms,7.58,0.0
/planning/diagnostics,cycle_ms,7.6,0.001482
/control/diagnostics,cycle_time_ms,7.6,0.0
/control/diagnostics,cycle_time_ms,7.62,0.0
/control/diagnostics,cycle_time_ms,7.64,0.0
/control/diagnostics,cycle_time_ms,7.66,0.0
/control/diagnostics,cycle_time_ms,7.68,0.0
/planning/diagnostics,cycle_ms,7.7,0.001794
/control/diagnostics,cycle_time_ms,7.7,0.0
/control/diagnostics,cycle_time_ms,7.72,0.0
/control/diagnostics,cycle_time_ms,7.74,0.0
/control/diagnostics,cycle_time_ms,7.76,0.0
/control/diagnostics,cycle_time_ms,7.78,0.0
/planning/diagnostics,cycle_ms,7.8,0.001643
/control/diagnostics,cycle_time_ms,7.8,0.0
/control/diagnostics,cycle_time_ms,7.82,0.0
/control/diagnostics,cycle_time_ms,7.84,0.0
/control/diagnostics,cycle_time_ms,7.86,0.0
/control/diagnostics,cycle_time_ms,7.88,0.0
/control/diagnostics,cycle_time_ms,7.9,0.0
/planning/diagnostics,cycle_ms,7.9,0.002123
/control/diagnostics,cycle_time_ms,7.92,0.0
/control/diagnostics,cycle_time_ms,7.94,0.0
/control/diagnostics,cycle_time_ms,7.96,0.0
/control/diagnostics,cycle_time_ms,7.98,0.0
/planning/diagnostics,cycle_ms,8.0,0.001784
/control/diagnostics,cycle_time_ms,8.0,0.0
/control/diagnostics,cycle_time_ms,8.02,0.0
/perception/diagnostics,ground_ms,8.0,4.265153
/perception/diagnostics,cluster_ms,8.0,1.997546
/perception/diagnostics,fit_ms,8.0,1.162242
/perception/diagnostics,track_ms,8.0,0.05427
/perception/diagnostics,total_ms,8.0,7.604104
/control/diagnostics,cycle_time_ms,8.04,0.0
/control/diagnostics,cycle_time_ms,8.06,0.0
/control/diagnostics,cycle_time_ms,8.08,0.0
/control/diagnostics,cycle_time_ms,8.1,0.0
/planning/diagnostics,cycle_ms,8.1,0.001532
/control/diagnostics,cycle_time_ms,8.12,0.0
/control/diagnostics,cycle_time_ms,8.14,0.0
/control/diagnostics,cycle_time_ms,8.16,0.0
/control/diagnostics,cycle_time_ms,8.18,0.0
/planning/diagnostics,cycle_ms,8.2,0.001813
/control/diagnostics,cycle_time_ms,8.2,0.0
/control/diagnostics,cycle_time_ms,8.22,0.0
